"gene_ID","165_S165","166_S166","167_S167","168_S168"
"ENSG00000049246","3756.0677122259","3126.28614535328","3281.24042242397","3801.54889142825"
"ENSG00000049247","66.4069043414629","85.4843867870038","155.825528880378","32.5424418721484"
"ENSG00000049249","3.49510022849805","4.07068508509542","1.78086318720432","1.97226920437263"
"ENSG00000116288","4434.11715655452","5510.68993394792","5718.35169411308","4944.47889536219"
"ENSG00000116285","1203.47951201283","1449.16389029397","1292.90667391034","1594.57965173527"
"ENSG00000162426","631.448107948647","724.581945146984","829.882245237215","576.888742278995"
"ENSG00000142599","7554.07662719378","7012.77273034813","6844.74766001982","6925.6233111545"
"ENSG00000074800","19276.6427935762","21719.1402715266","20910.0051125596","16874.7353126122"
"ENSG00000131686","0","0","0","0.986134602186316"
"ENSG00000142583","490.479065399226","1121.47374094379","838.786561173236","308.660130484317"
"ENSG00000180758","101.357906626443","111.943839840124","99.7283384834421","112.41934464924"
"ENSG00000049239","3511.41069623104","2152.3747387442","2953.56159597837","3200.0067840946"
"ENSG00000171621","912.22115963799","782.589207609594","898.445477944581","949.647621905423"
"ENSG00000171612","1049.69510195891","918.957157960291","1194.9591986141","819.477854416829"
"ENSG00000188807","1278.04165022079","1172.35730450748","1395.30630717459","1328.32330914497"
"ENSG00000171608","746.786415489083","604.49673513667","747.962538625816","490.108897286599"
"ENSG00000171603","16996.672411186","20440.9451548066","21283.9863818725","17524.598015453"
"ENSG00000178585","2395.30868993066","1906.09829109593","2262.58667934309","2395.32094871056"
"ENSG00000162441","1882.69398975095","2110.65021662197","2319.57430133363","2040.31249192349"
"ENSG00000173614","315.724053974324","376.538370371326","402.475080308177","343.174841560838"
"ENSG00000162444","175.920044834402","145.526991792161","210.14185609011","112.41934464924"
"ENSG00000130939","4294.3131474146","4295.59043604694","4325.7166817193","4145.70986759127"
"ENSG00000054523","37029.4218875273","36107.9943760676","40849.4397880928","38103.2548938771"
"ENSG00000142657","2324.2416519512","2720.23530811501","3321.30984413606","2571.83904250191"
"ENSG00000251503","19.8055679614889","25.4417817818464","23.1512214336562","13.8058844306084"
"ENSG00000175279","184.075278700897","247.294118919547","153.154234099572","150.878594134506"
"ENSG00000241563","4.6601336379974","7.12369889891698","2.67129478080649","11.8336152262358"
"ENSG00000160049","2478.02606200512","2455.64077758381","2613.41672722234","2406.16842933461"
"ENSG00000142655","930.86169418998","995.28250330583","918.034973003829","979.231659971012"
"ENSG00000130940","214.36614734788","280.877270871584","252.882572583014","358.952995195819"
"ENSG00000175262","3.49510022849805","5.08835635636927","4.45215796801081","6.90294221530421"
"ENSG00000120948","4571.59109887545","4576.46770691852","4164.54856327731","4567.77547732702"
"ENSG00000009724","0","0","0","0"
"ENSG00000116649","932.026727599479","975.946749151627","1018.65374308087","954.578294916354"
"ENSG00000171824","1663.66770876507","1481.72937097473","1351.67515908808","1713.90193859982"
"ENSG00000198793","4879.15991898327","4864.46867668903","5043.40454616264","4335.04771121105"
"ENSG00000171819","5.82516704749675","14.247397797834","81.9197066113989","112.41934464924"
"ENSG00000120942","801.542985735552","847.720168971121","960.775689496733","915.132910828902"
"ENSG00000204624","470.673497437737","554.630842844251","472.819176202748","510.817723932512"
"ENSG00000116661","6281.86014402049","7747.53138820786","8841.09529287587","5888.20970965449"
"ENSG00000132879","2845.01158599741","2838.28517558278","2753.21448741788","2660.59115669868"
"ENSG00000116663","140.969042549421","153.668361962352","154.044665693174","142.989517317016"
"ENSG00000116670","340.18975557381","454.899058259413","528.916366599684","475.316878253804"
"ENSG00000162490","73.397104798459","85.4843867870038","188.771497843658","112.41934464924"
"ENSG00000177674","573.19643747368","442.687003004127","446.106228394683","465.455532231941"
"ENSG00000215910","4.6601336379974","6.10602762764313","8.90431593602162","19.7226920437263"
"ENSG00000177000","2108.71047119382","1758.53595676122","1728.3277231818","1577.81536349811"
"ENSG00000011021","4845.37395010779","4629.38661302476","4900.9354911863","4481.98176693681"
"ENSG00000175206","2.3300668189987","7.12369889891698","3.56172637440865","4.93067301093158"
"ENSG00000120937","0","2.03534254254771","6.23302115521513","3.94453840874527"
"ENSG00000116685","2175.11737553528","1955.96418338835","2490.53716730525","2302.62429610505"
"ENSG00000083444","1620.56147261359","1659.82184344766","1848.53598831809","1698.12378496484"
"ENSG00000116688","10817.3352072015","9911.10051093607","10322.7734646299","9453.08629655803"
"ENSG00000116691","595.332072254167","576.001939541002","732.825201534579","601.542107333653"
"ENSG00000120949","9.32026727599479","14.247397797834","0.890431593602162","3.94453840874527"
"ENSG00000028137","993.773498302945","1058.37812212481","937.624468063076","801.727431577475"
"ENSG00000048707","10900.0525792759","10418.9184753017","10928.2669482793","10572.3490700395"
"ENSG00000162496","911.056126228491","917.939486689017","1271.53631566389","962.467371733845"
"ENSG00000157330","72.2320713889596","38.6715083084065","25.8225162144627","21.694961248099"
"ENSG00000162494","18.6405345519896","36.6361657658588","26.7129478080649","50.2928647115021"
"ENSG00000162493","590.67193861617","655.380298700362","924.267994159044","516.73453154563"
"ENSG00000116731","4463.24299179201","4531.69017098247","4411.19811470511","4509.59353579802"
"ENSG00000189337","6973.8899892631","5603.29801963384","6357.68157831944","6105.15932213548"
"ENSG00000171729","156.114476872913","188.269185185663","146.030781350755","169.615151576046"
"ENSG00000142621","189.900445748394","87.5197293295515","94.3857489218291","68.0432875508558"
"ENSG00000142634","3117.62940382026","1996.6710342393","1677.57312234647","1384.53298146959"
"ENSG00000162438","0","0","0","0"
"ENSG00000132906","858.62962280102","685.910436838578","841.457855954043","608.445049548957"
"ENSG00000116138","1329.30312023876","1483.76471351728","1562.70744677179","1421.01996175048"
"ENSG00000116771","57.0866370654681","101.767127127385","63.2206431457535","70.0155567552285"
"ENSG00000197312","1613.5712721566","1610.97362242651","1507.50068796846","1610.35780537025"
"ENSG00000215695","166.599777558407","128.226580180506","80.1388434241946","92.6966526055137"
"ENSG00000116786","5009.6436608472","4761.68387829037","4665.86155047533","4618.06834203852"
"ENSG00000162461","62.9118041129649","43.7598646647757","53.4258956161297","40.431518689639"
"ENSG00000162458","109.513140492939","244.241105105725","112.194380793872","571.958069268063"
"ENSG00000233954","25.6307350089857","12.2120552552863","20.4799266528497","5.9168076131179"
"ENSG00000065526","8191.34990218992","7278.38493215061","7155.50828618697","7428.55195826952"
"ENSG00000116809","1032.21960081642","1043.1130530557","1081.87438622663","1109.40142745961"
"ENSG00000183888","250.48218304236","135.350279079423","156.71596047398","180.462632200096"
"ENSG00000173641","230.676615080871","279.85959960031","487.066081700383","603.514376538026"
"ENSG00000186510","15.1454343234915","8.14137017019084","1.78086318720432","4.93067301093158"
"ENSG00000184908","20.9706013709883","10.1767127127385","24.0416530272584","16.7642882371674"
"ENSG00000185519","386.791091953784","209.640281882414","1241.26164148141","1082.77579320058"
"ENSG00000142627","265.627617365852","156.721375776174","179.867181907637","213.005074072244"
"ENSG00000142632","57.0866370654681","62.0779475477051","48.0833060545167","33.5285764743348"
"ENSG00000132881","507.954566541716","352.114259860754","348.158753098445","365.855937411123"
"ENSG00000037637","1210.46971246982","1400.31566927282","1362.36033821131","1234.64052193727"
"ENSG00000055070","2776.27461483695","2390.50981622228","2970.47979625681","2930.79203769773"
"ENSG00000187144","3.49510022849805","1.01767127127385","1.78086318720432","0.986134602186316"
"ENSG00000157191","1316.48775273426","1298.54854214544","1487.91119290921","1327.33717454278"
"ENSG00000219481","5998.75702551215","5245.07773214545","6800.22608033971","8072.49785349719"
"ENSG00000058453","2355.69755400768","1987.51199279784","1477.22601378599","2093.56376044155"
"ENSG00000117122","3.49510022849805","13.2297265265601","8.01388434241946","30.5701726677758"
"ENSG00000159363","9595.21516063664","8966.70157119393","9655.84020102184","7244.14478766068"
"ENSG00000117118","687.369711604616","938.292912114494","1083.65524941383","771.157258909699"
"ENSG00000117115","31079.5962652141","32142.1294319134","47394.1120010687","34780.9674191114"
"ENSG00000142623","61.7467707034655","102.784798398659","74.7962538625816","118.336152262358"
"ENSG00000142619","2.3300668189987","1.01767127127385","0","1.97226920437263"
"ENSG00000159339","5.82516704749675","1.01767127127385","3.56172637440865","0"
"ENSG00000179051","2500.1616967856","2438.34036597216","2915.27303745348","2387.43187189307"
"ENSG00000074964","2777.43964824645","2178.83419179732","2329.36904886326","2140.89822134649"
"ENSG00000117148","2.3300668189987","0","2.67129478080649","0"
"ENSG00000117154","675.719377509623","695.069478280043","732.825201534579","581.819415289927"
"ENSG00000179023","8.15523386649544","29.5124668669418","9.79474752962378","12.8197498284221"
"ENSG00000009709","481.158798123231","253.40014654719","182.538476688443","332.327360936789"
"ENSG00000159423","3286.55924819766","1462.39361682053","1408.66278107862","1582.74603650904"
"ENSG00000169991","2076.08953572784","1539.73663343734","1625.92808991755","1648.81705485552"
"ENSG00000127481","15426.2073751809","14530.3104112481","14263.823697913","13295.0667066759"
"ENSG00000127463","2965.01002717584","3819.32028109078","4097.76619375715","3225.64628375144"
"ENSG00000053372","645.428508862639","841.614141343478","809.402318584365","701.141702154471"
"ENSG00000162482","102.522940035943","112.961511111398","130.893444259518","19.7226920437263"
"ENSG00000053371","1458.62182869319","1525.48923563951","1821.82304051002","1417.07542334174"
"ENSG00000040487","547.565702464694","491.535224025272","560.971903969362","421.079475133557"
"ENSG00000077549","4647.3182704929","5074.10895857144","5496.63422730614","4745.27970572055"
"ENSG00000173436","1350.27372160975","2092.33213373905","1470.10256103717","1874.64187875619"
"ENSG00000158747","4125.3833030372","2743.64174735431","3227.81452680784","3398.21983913405"
"ENSG00000270136","622.127840672652","770.377152354308","568.095356718179","625.209337786125"
"ENSG00000158748","51.2614700179714","39.6891795796803","49.8641692417211","29.5840380655895"
"ENSG00000162542","191.065479157893","149.597676877257","220.827035213336","183.421036006655"
"ENSG00000169914","845.814255296527","726.617287689532","653.576789703987","602.528241935839"
"ENSG00000188257","0","3.05301381382156","0","0"
"ENSG00000127472","144.464142777919","87.5197293295515","74.7962538625816","99.5995948208179"
"ENSG00000117215","2.3300668189987","0","0","4.93067301093158"
"ENSG00000187980","32.6209354659818","18.3180828829294","27.603379401667","34.5147110765211"
"ENSG00000162543","745.621382079583","550.560157759155","542.272840503717","456.580320812264"
"ENSG00000158816","301.743653060331","169.951102302734","109.523086013066","113.405479251426"
"ENSG00000162545","5366.143884154","7445.28302063952","6878.5840605767","7221.46369181039"
"ENSG00000090432","1248.9158149833","1255.80634875194","1427.36184454427","1257.32161778755"
"ENSG00000183114","782.902451183563","606.532077679217","730.153906753773","711.98918277852"
"ENSG00000158825","59.4167038844668","9.15904144146469","13.3564739040324","21.694961248099"
"ENSG00000158828","14899.6122740872","13229.7265265601","15487.2767075224","13090.9368440233"
"ENSG00000244038","1346.77862138125","1651.68047327747","1891.27670481099","1468.35442265542"
"ENSG00000117245","291.258352374837","258.488502903559","211.922719277315","199.199189641636"
"ENSG00000189410","525.430067684206","717.458246248067","625.97341030232","589.708492107417"
"ENSG00000127483","6038.36816143513","5905.54638720218","5549.16969132867","5741.27565392873"
"ENSG00000075151","5299.73697981254","6786.84970812534","6346.10596760261","5830.0277681255"
"ENSG00000117298","2854.33185327341","2152.3747387442","2556.42910523181","2780.89957816541"
"ENSG00000142794","158.444543691911","222.870008408974","415.83155421221","314.576938097435"
"ENSG00000162551","358.8302901258","355.167273674575","341.92573194323","379.661821841732"
"ENSG00000076864","2911.41849033887","2987.88285246004","2805.74995144041","2649.74367607463"
"ENSG00000090686","2330.0668189987","2237.85912553121","1869.90634656454","2333.19446877282"
"ENSG00000187942","86.2124723029518","52.9189061062404","52.5354640225275","39.4453840874527"
"ENSG00000142798","2399.96882356866","2394.58050130738","2564.44298957423","5852.70886397579"
"ENSG00000070831","4676.44410573039","5380.42801122487","6059.38699446271","5528.27057985649"
"ENSG00000162552","281.938085098842","197.428226627128","250.211277802207","398.398379283272"
"ENSG00000184677","2553.75323362257","2470.90584665292","2489.64673571164","2694.11973317302"
"ENSG00000070886","174.755011424902","185.216171371842","137.126465414733","159.753805554183"
"ENSG00000173372","638.438308405643","1425.75745105467","1487.02076131561","619.292530173007"
"ENSG00000159189","1306.00245204877","3009.25394915679","3053.28993446181","1140.95773472957"
"ENSG00000173369","893.580625086001","2342.67926647241","2043.54050731696","819.477854416829"
"ENSG00000133216","1407.36035867521","1248.68264985302","1817.37088254201","1303.66994409031"
"ENSG00000227868","2.3300668189987","3.05301381382156","0.890431593602162","5.9168076131179"
"ENSG00000004487","1868.71358883696","2061.80199560083","1991.89547488804","1910.14272443489"
"ENSG00000169641","3341.31581844413","3855.95644685664","3738.03182994188","3178.3118228465"
"ENSG00000179546","43.1062361514759","66.1486326328005","91.7144541410227","138.058844306084"
"ENSG00000125944","3089.66860199227","3479.41807648531","3371.17401337778","3470.20766509365"
"ENSG00000125945","1043.86993491142","1170.32196196493","1236.8094835134","1345.08759738214"
"ENSG00000204219","292.423385784337","309.372066467252","333.021416007209","341.202572356465"
"ENSG00000088280","1742.88998061103","1513.27718038422","1681.13484872088","1427.92290396579"
"ENSG00000007968","2.3300668189987","2.03534254254771","4.45215796801081","8.87521141967685"
"ENSG00000117318","1168.52850972785","1178.46333213512","1646.4080165704","1771.09774552662"
"ENSG00000142676","2967.34009399484","3925.15809330326","3326.65243369768","4006.664888683"
"ENSG00000011007","1296.68218477278","1419.65142342703","1513.73370912367","1480.18803788166"
"ENSG00000057757","3380.92695436711","4127.67467628675","4321.26452375129","3789.71527620201"
"ENSG00000011009","631.448107948647","719.493588790615","682.961032292858","605.486645742398"
"ENSG00000117308","327.374388069317","318.531107908716","351.720479472854","296.826515258081"
"ENSG00000117305","887.755458038504","808.030989391441","1032.90064857851","859.909373106468"
"ENSG00000179163","245.822049404363","433.527961562662","560.971903969362","372.758879626428"
"ENSG00000188822","3.49510022849805","0","0.890431593602162","2.95840380655895"
"ENSG00000189266","1594.93073760461","1756.50061421867","1758.60239736427","1925.92087806988"
"ENSG00000188529","1984.05189637739","2134.05665586127","1810.24742979319","2165.55158640115"
"ENSG00000142661","20.9706013709883","3.05301381382156","10.6851791232259","4.93067301093158"
"ENSG00000142677","2.3300668189987","1.01767127127385","18.6990634656454","1.97226920437263"
"ENSG00000185436","147.959243006417","164.862745946364","131.78387585312","105.516402433936"
"ENSG00000158055","92.0376393504486","59.0249337338836","99.7283384834421","42.4037878940116"
"ENSG00000001460","447.37282924775","425.386591392471","386.447311623338","429.954686553234"
"ENSG00000001461","9142.01716434139","9899.90612695206","10007.5606804947","10488.5276288537"
"ENSG00000117602","1083.48107083439","1168.28661942239","1111.2586288155","1215.90396449573"
"ENSG00000184454","108.348107083439","109.908497297576","157.606392067583","562.0967232462"
"ENSG00000133226","3009.28129673682","3427.51684165034","2782.59873000676","2991.93238303328"
"ENSG00000169504","5981.28152436966","7535.85576378289","8392.31776970038","9465.90604638645"
"ENSG00000020633","170.094877786905","125.173566366684","160.277686848389","126.225229079848"
"ENSG00000117614","442.712695609753","494.588237839093","444.325365207479","569.985800063691"
"ENSG00000117616","4051.98619823874","3825.42630871842","3100.48280892273","3607.28037479754"
"ENSG00000187010","2.3300668189987","3.05301381382156","1.78086318720432","0"
"ENSG00000183726","1625.22160625159","2019.05980220733","2186.89999388691","2343.05581479469"
"ENSG00000188672","16.3104677329909","65.1309613615267","70.3440958945708","37.47311488308"
"ENSG00000204178","1070.6657033299","1241.5589509541","1114.82035518991","1188.29219563451"
"ENSG00000157978","2365.01782128368","2146.26871111656","2982.05540697364","2541.26886983414"
"ENSG00000117643","2954.52472649035","2670.36941582259","3897.41908519666","2598.46467676094"
"ENSG00000162430","4205.77060829265","2917.66353474214","3921.46073822392","3515.56985679422"
"ENSG00000255054","4.6601336379974","0","0","1.97226920437263"
"ENSG00000117640","2140.1663732503","1889.81555075555","2027.51273863212","1822.37674484031"
"ENSG00000127423","16.3104677329909","26.4594530531202","15.1373370912368","5.9168076131179"
"ENSG00000182749","633.778174767646","540.383445046417","599.260462494255","497.011839501903"
"ENSG00000117632","9044.15435794345","10845.3227379655","12980.7117715323","11984.4938203703"
"ENSG00000158006","503.294432903719","489.499881482724","572.54751468619","530.540415976238"
"ENSG00000158008","652.418709319635","626.885503104694","679.399305918449","711.98918277852"
"ENSG00000158014","0","0","0.890431593602162","0"
"ENSG00000158022","12.8153675044928","1.01767127127385","0","6.90294221530421"
"ENSG00000175087","505.624499722718","620.779475477051","509.326871540437","539.415627395915"
"ENSG00000197245","104.853006854941","91.5904144146469","94.3857489218291","64.0987491421106"
"ENSG00000236782","2.3300668189987","6.10602762764313","1.78086318720432","5.9168076131179"
"ENSG00000142684","236.501782128368","197.428226627128","245.759119834197","221.880285491921"
"ENSG00000142675","92.0376393504486","86.5020580582776","45.4120112737103","34.5147110765211"
"ENSG00000188782","0","0","0.890431593602162","0"
"ENSG00000130695","939.016928056475","983.070448050544","926.93928893985","1087.70646621151"
"ENSG00000142669","992.608464893445","1119.43839840124","1145.98546096598","1131.0963887077"
"ENSG00000158062","699.020045699609","637.062215817433","716.79743284974","596.611434322721"
"ENSG00000169442","19.8055679614889","12.2120552552863","19.5894950592476","38.4592494852663"
"ENSG00000176092","1.16503340949935","3.05301381382156","2.67129478080649","0.986134602186316"
"ENSG00000176083","68.7369711604616","10.1767127127385","40.9598533056994","17.7504228393537"
"ENSG00000117682","1096.29643833889","1056.34277958226","1100.57344969227","1132.08252330989"
"ENSG00000198830","3532.38129760203","4041.17261822848","4594.62702298716","4234.46198178804"
"ENSG00000117676","702.515145928107","1070.59017738009","1048.03798566974","725.795067209129"
"ENSG00000117713","6660.49600210778","5555.46746988397","6710.29248938589","6110.08999514642"
"ENSG00000060642","521.934967455708","473.217141142342","520.012050663663","511.803858534698"
"ENSG00000204160","849.309355525025","663.521668870553","699.879232571299","783.977008738122"
"ENSG00000175793","6.99020045699609","18.3180828829294","20.4799266528497","14.7920190327947"
"ENSG00000142751","1028.72450058793","1107.22634314595","1211.87739889254","1060.09469735029"
"ENSG00000198746","652.418709319635","643.168243445076","628.644705083126","646.904299034224"
"ENSG00000090273","1629.88173988959","1931.54007287778","1849.42641991169","1626.13595900524"
"ENSG00000131910","4.6601336379974","0","0","0.986134602186316"
"ENSG00000175707","1.16503340949935","0","2.67129478080649","2.95840380655895"
"ENSG00000253368","772.417150498069","955.593323726149","804.950160616354","692.266490734794"
"ENSG00000158246","23.300668189987","74.2900028029914","23.1512214336562","157.781536349811"
"ENSG00000090020","1315.32271932477","1440.0048488525","1312.49616896959","1321.42036692966"
"ENSG00000142784","4499.35902748649","4174.48755476535","4039.88814017301","4180.22457866779"
"ENSG00000186501","1586.77550373811","1440.0048488525","1811.1378613868","1555.13426764782"
"ENSG00000142765","60.5817372939662","20.3534254254771","32.94596896328","24.6533650546579"
"ENSG00000142733","450.867929476248","472.199469871069","546.724998471727","489.122762684413"
"ENSG00000142748","1.16503340949935","10.1767127127385","2.67129478080649","6.90294221530421"
"ENSG00000174950","8.15523386649544","4.07068508509542","14.2469054976346","0.986134602186316"
"ENSG00000181773","90.8726059409492","99.7317845848378","97.9474752962378","78.8907681749053"
"ENSG00000158195","7676.40513519121","6765.47861142859","8312.17892627618","6752.06362116971"
"ENSG00000126705","3362.28641981512","2657.13968929603","3069.31770314665","2993.90465223766"
"ENSG00000000938","177.085078243901","133.314936536875","122.879559917098","123.26682527329"
"ENSG00000126709","3583.64276762","2855.58558719444","3586.65845902951","4036.24892674859"
"ENSG00000009780","551.060802693192","546.48947267406","658.028947671998","640.001356818919"
"ENSG00000117758","2715.69287754298","3051.99614255029","3466.45019389322","3047.15592075572"
"ENSG00000117751","906.395992590494","1212.04648408716","1143.31416618518","1162.65269597767"
"ENSG00000130775","666.399110233628","786.65989269469","846.800445515656","490.108897286599"
"ENSG00000117748","822.513587106541","900.639075077361","932.281878501463","808.630373792779"
"ENSG00000130768","12.8153675044928","7.12369889891698","11.5756107168281","32.5424418721484"
"ENSG00000158156","446.207795838251","452.863715716865","507.546008353232","316.549207301808"
